title,doi
"Interview with Professor Lucy Mair",NULL
"53 minute video on doing fieldwork",NULL
"Reflections on fieldwork among the Gurungs of Nepal",NULL
"Reflections on using film in fieldwork",NULL
"Lecture on fieldwork in the Soviet Union, 1988-9",NULL
"CSSA Spring Festival Gala 2004",NULL
"Lecsture on ‘Sir J.G.Frazer: Science and Sensibility’",NULL
"Gerry Martin at a Seminar",NULL
Interview,NULL
"Interview with Pat Caplan",NULL
"JPEG File Interchange Format",NULL
"The Independent JPEG Group's JPEG software",NULL
"So That Men Are Free",NULL
"A Cre-lox approach for transient transgene expression in neural precursor cells and long-term tracking of their progeny in vitro and in vivo.",10.1186/1471-213X-7-45
"Improvement and decline of cognitive function in schizophrenia over one year: a longitudinal investigation using latent growth modelling.",10.1186/1471-244X-7-16
"Growth control of the eukaryote cell: A systems biology study in yeast",10.1186/jbiol54
"Bioinformatics strategies for lipidomics analysis: characterization of obesity related hepatic steatosis",10.1186/1752-0509-1-12
"Parallel evolution of conserved non-coding elements that target a common set of developmental regulatory genes from worms to humans",NULL
"Regulation of spindle orientation and neural stem cell fate in the Drosophilaoptic lobe",10.1186/1749-8104-2-1
"Fibrillar beta-amyloid peptide Abeta1-40activates microglial proliferation via stimulating TNF-alpha release and H2O2derived from NADPH oxidase: a cell culture study",10.1186/1742-2094-3-24
"Cost-effectiveness of primary offer of IVF vs. primary offer of IUI followed by IVF (for IUI failures) in couples with unexplained or mild male factor subfertility",10.1186/1472-6963-6-80
"Interleukin-15 and interferon-gamma participate in the cross-talk between natural killer and monocytic cells required for tumour necrosis factor production",10.1186/ar1955
"Differential expression of selected histone modifier genes in human solid cancers",10.1186/1471-2164-7-90
"On the effects of cycloheximide on cell motility and polarisation in Dictyostelium discoideum",NULL
"BRCA1and BRCA2mutation predictions using the BOADICEA and BRCAPRO models and penetrance estimation in high-risk French-Canadian families",10.1186/bcr1365
"Dynamic regulation of integrin activation by intracellular and extracellular signals controls oligodendrocyte morphology",NULL
"The contribution of leading diseases and risk factors to excess losses of healthy life in eastern Europe: burden of disease study",10.1186/1471-2458-5-116
"The DiGEMtrial protocol - a randomised controlled trial to determine the effect on glycaemic control of different strategies of blood glucose self-monitoring in people with type 2 diabetes [ISRCTN47464659]",10.1186/1471-2296-6-25
"Genomic analysis of heat-shock factor targets in Drosophila",10.1186/gb-2005-6-7-r63
"Some statistical properties of regulatory DNA sequences, and their use in predicting regulatory regions in the Drosophilagenome: the fluffy-tail test",NULL
"Construction and analysis of tag single nucleotide polymorphism maps for six human-mouse orthologous candidate genes in type 1 diabetes",10.1186/1471-2156-6-9
"Nucleus accumbens core lesions retard instrumental learning and performance with delayed reinforcement in the rat",10.1186/1471-2202-6-9
"Genomic transcriptional response to loss of chromosomal supercoiling in Escherichia coli",NULL
"A genome annotation-driven approach to cloning the human ORFeome",10.1186/gb-2004-5-10-r84
"Intracellular shuttling of a Drosophila APC tumour suppressor homolog",NULL
"Investigating the utility of combining Phi29 whole genome amplification and highly multiplexed single nucleotide polymorphism BeadArrayTM genotyping",10.1186/1472-6750-4-15
"Endometrial glands as a source of nutrients, growth factors and cytokines during the first trimester of human pregnancy: A morphological and immunohistochemical study",10.1186/1477-7827-2-58
"Cloning and functional characterisation of avian transcription factor E2A",10.1186/1471-2172-5-11
"Molecular characterization of the singed wingslocus of Drosophila melanogaster",10.1186/1471-2156-5-15
"Benchmarking tools for the alignment of functional noncoding DNA",10.1186/1471-2105-5-6
"Spatial variation of Anopheles-transmitted Wuchereria bancroftiand Plasmodium falciparuminfection densities in Papua New Guinea",10.1186/1475-2883-2-14
"Development of a porcine skeletal muscle cDNA microarray: analysis of differential transcript expression in phenotypically distinct muscles",NULL
"Building the national health information infrastructure for personal health, health care services, public health, and research",10.1186/1472-6947-3-1
"Whole-genome analysis of animal A- and B-type cyclins",10.1186/gb-2002-3-12-research0070
"Quantifying, displaying and accounting for heterogeneity in the meta-analysis of RCTs using standard and generalised Q statistics",10.1186/1471-2288-11-41
"A second generation genetic map of the bumblebee Bombus terrestris (Linnaeus, 1758) reveals slow genome and chromosome evolution in the Apidae.",10.1186/1471-2164-12-48
"alpha-synuclein induced synapse damage is enhanced by amyloid-beta1-42",10.1186/1750-1326-5-55
"An arthropod cis-regulatory element functioning in sensory organ precursor development dates back to the Cambrian",10.1186/1741-7007-8-127
"Phosphorylation of HOX11/TLX1 on Threonine-247 during mitosis modulates expression of cyclin B1",10.1186/1476-4598-9-246
"Immunosenescence and Cytomegalovirus: where do we stand after a decade?",10.1186/1742-4933-7-13
"Vascular health, diabetes, APOE and dementia: The Aging, Demographics, And Memory Study",10.1186/alzrt43
"Developing effective chronic disease interventions in Africa: insights from Ghana and Cameroon",10.1186/1744-8603-6-6
"MTNR1B rs10830963 is associated with fasting plasma glucose, HbA1C and impaired beta-cell function in Chinese Hans from Shanghai",10.1186/1471-2350-11-59
"Histone H3 lysine 4 methylation is associated with the transcriptional reprogramming efficiency of somatic nuclei by oocytes",10.1186/1756-8935-3-4
"Transcriptional changes in response to X chromosome dosage in the mouse: implications for X inactivation and the molecular basis of Turner Syndrome",10.1186/1471-2164-11-82
"Characterisation of microRNA expression in post-natal mouse mammary gland development",10.1186/1471-2164-10-548
"Intensity and timing of physical activity in relation to postmenopausal breast cancer risk: the prospective NIH-AARP Diet and Health Study",10.1186/1471-2407-9-349
"Disruption of chromosome 11 in canine fibrosarcomas highlights an unusual variability of CDKN2B in dogs.",10.1186/1746-6148-5-27
"Homozygosity and risk of childhood death due to invasive bacterial disease",10.1186/1471-2350-10-55
"The ADDITION-Cambridge trial protocol - a cluster randomised controlled trial of screening for type 2 diabetes and intensive treatment for screen-detected patients",10.1186/1471-2458-9-136
"Impact of an informed choice invitation on uptake of screening for diabetes in primary care (DICISION): trial protocol",10.1186/1471-2458-9-63
"Protocol for a randomised controlled trial of telemonitoring and self- management in the control of hypertension: Telemonitoring and self-management in hypertension.",10.1186/1471-2261-9-6
"Evidence for niche adaptation in the genome of the bovine pathogen Streptococcus uberis",10.1186/1471-2164-10-54
"Recombinant amyloid beta-peptide production by coexpression with an affibody ligand",10.1186/1472-6750-8-82
"Evading the annotation bottleneck: using sequence similarity to search non-sequence gene data.",10.1186/1471-2105-9-442
"Altered expression of cell cycle and apoptotic proteins in chronic hepatitis C virus infection",10.1186/1471-2180-8-133
"Evaluation of light microscopy and rapid diagnostic test for the detection of malaria under operational field conditions: a household survey in Ethiopia",10.1186/1475-2875-7-118
"TRPM channels are required for rhythmicity in the ultradian defecation rhythm of C. elegans",10.1186/1472-6793-8-11
"Investigation of the hydrodynamic properties of a new MRI-resistant programmable hydrocephalus shunt",10.1186/1743-8454-5-8
"Pybel: a Python wrapper for the OpenBabel cheminformatics toolkit",10.1186/1752-153X-2-5
"Marketing and clinical trials: a case study",10.1186/1745-6215-8-37
"Transcriptional profiling of inductive mesenchyme to identify molecules involved in prostate development and disease",10.1186/gb-2007-8-10-r213
"The conserved protein kinase-A target motif in synapsin of Drosophilais effectively modified by pre-mRNA editing",NULL
"Analysis of polymorphisms in 16 genes in type 1 diabetes that have been associated with other immune-mediated diseases",10.1186/1471-2350-7-20
"Exposure to malaria affects the regression of hepatosplenomegaly after treatment for Schistosoma mansoniinfection in Kenyan children",10.1186/1741-7015-2-36
"Whole-genome microarrays of fission yeast: characteristics, accuracy, reproducibility, and processing of array data",10.1186/1471-2164-4-27
"Study Protocol: Phase III single-blinded fast-track pragmatic randomised controlled trial of a complex intervention for breathlessness in advanced disease.",10.1186/1745-6215-12-130
"Different immune responses to three different vaccines following H6N1 low pathogenic avian influenza virus challenge in Taiwanese local chicken breeds",10.1186/1753-6561-5-s4-s33
"Why my disease is important: metrics of disease occurrence used in the introductory sections of papers in three leading general medical journals in 1993 and 2003",10.1186/1478-7954-9-14
"Effect of questionnaire length, personalisation and reminder type on response rate to a complex postal survey: a randomised controlled trial",10.1186/1471-2288-11-62
"What could infant and young child nutrition learn from sweatshops?",10.1186/1471-2458-11-276
"Recent acquisition of imprinting at the rodent Sfmbt2 locus correlates with insertion of a large block of miRNAs",10.1186/1471-2164-12-204
"Institutional Public Private Partnerships for Core Health Services: Evidence from Italy.",10.1186/1472-6963-11-82
"Phylogeny and adaptive evolution of the brain-development gene microcephalin (MCPH1) in cetaceans",10.1186/1471-2148-11-98
"Alterations in PTEN and PIK3CA in colorectal cancers in the EPIC Norfolk study: associations with clinicopathological and dietary factors",10.1186/1471-2407-11-123
"Protocol for the ADDITION-Plus study: a randomised controlled trial of an individually-tailored behaviour change intervention among people with recently diagnosed type 2 diabetes under intensive UK general practice care",10.1186/1471-2458-11-211
"A Kallikrein 15 (KLK15) single nucleotide polymorphism located close to a novel exon shows evidence of association with poor ovarian cancer survival",10.1186/1471-2407-11-119
"Creating web applications for spatial epidemiological analysis and mapping in R using Rwui",10.1186/1751-0473-6-6
"The association of education with body mass index and waist circumference in the EPIC-PANACEA study",10.1186/1471-2458-11-169
"A comparison and user-based evaluation of models of textual information structure in the context of cancer risk assessment",10.1186/1471-2105-12-69
"Evaluation of stroke services in Anglia Stroke Clinical Network to examine the variation in acute services and stroke outcomes",10.1186/1472-6963-11-50
"A random effects variance shift model for detecting and accommodating outliers in meta-analysis",10.1186/1471-2288-11-19
"Family and home correlates of children's physical activity in a multi-ethnic population: the cross-sectional Child Heart and Health Study in England (CHASE)",10.1186/1479-5868-8-11
"Genetic diversity of Phytophthora infestans in the Northern-Andean region",10.1186/1471-2156-12-23
"Strengthening evaluation and implementation by specifying components of behaviour change interventions: a study protocol",10.1186/1748-5908-6-10
"Quantitative analysis of DNA methylation at all human imprinted regions reveals preservation of epigenetic stability in adult somatic tissue",10.1186/1756-8935-4-1
"A validation of the first genome-wide association study of calcaneus ultrasound parameters in the European Male Ageing Study",10.1186/1471-2350-12-19
"Characterisation and expression of microRNAs in developing wings of the neotropical butterfly Heliconius melpomene",10.1186/1471-2164-12-62
"Dietary energy density and adiposity: Employing bias adjustments in a meta-analysis of prospective studies.",10.1186/1471-2458-11-48
"Targets downstream of Cdk8 in Dictyostelium development",10.1186/1471-213x-11-2
"MMP1 bimodal expression and differential response to inflammatory mediators is linked to promoter polymorphisms",10.1186/1471-2164-12-43
"European Society of Intensive Care Medicine study of therapeutic hypothermia (32-35degreesC) for intracranial pressure reduction after traumatic brain injury (the Eurotherm3235Trial)",10.1186/1745-6215-12-8
"Hydroxyproline-containing collagen analogs trigger the release and activation of collagen-sequestered proMMP 2 by competition with prodomain-derived peptide P33-42",10.1186/1755-1536-4-1
"Intraplaque hemorrhage is associated with higher structural stresses in human atherosclerotic plaques: an in vivo MRI-based 3d fluid-structure interaction study",10.1186/1475-925X-9-86
"Six3 demarcates the anterior-most developing brain region in bilaterian animals",10.1186/2041-9139-1-14
"Impact of informed-choice invitations on diabetes screening knowledge, attitude and intentions: an analogue study",10.1186/1471-2458-10-768
"54th Annual Meeting of the Society for Research into Hydrocephalus and Spina Bifida",NULL
"Establishing an EU-China consortium on traditional Chinese medicine research",10.1186/1749-8546-5-42
"An investigation of patterns of children's sedentary and vigorous physical activity throughout the week",10.1186/1479-5868-7-88
"Behavioural and psychological symptoms in the older population without dementia - relationship with socio-demographics, health and cognition",10.1186/1471-2318-10-87
"Effect of colony morphology variation of Burkholderia pseudomallei on intracellular survival and resistance to antimicrobial environments in human macrophages in vitro",10.1186/1471-2180-10-303
"Signatures of selection in loci governing major colour patterns in Heliconius butterflies and related species",10.1186/1471-2148-10-368
"Perioperative care of a patient with stroke",10.1186/1755-7682-3-33
"Travel and migration associated infectious diseases morbidity in Europe, 2008",10.1186/1471-2334-10-330
"Trial Protocol: Using genotype to tailor prescribing of nicotine replacement therapy: a randomised controlled trial assessing impact of communication upon adherence",10.1186/1471-2458-10-680
"Improved prognostic classification of breast cancer defined by antagonistic activation patterns of immune response pathway modules",10.1186/1471-2407-10-604
"Analysis of long branch extraction and long branch shortening",10.1186/1471-2164-11-S2-S14
"Further developments towards a genome-scale metabolic model of yeast",10.1186/1752-0509-4-145
"The Caenorhabditis elegans CDT-2 ubiquitin ligase is required for attenuation of EGFR signalling in vulva precursor cells",10.1186/1471-213X-10-109
"Study protocol for a randomized controlled trial comparing mindfulness-based cognitive therapy with maintenance anti-depressant treatment in the prevention of depressive relapse/recurrence: The PREVENT trial",10.1186/1745-6215-11-99
"HPV: immune response to infection and vaccination",10.1186/1750-9378-5-19
"The INSIG2 rs7566605 polymorphism is not associated with body mass index and breast cancer risk",10.1186/1471-2407-10-563
"Distribution of physical activity facilities in Scotland by small area measures of deprivation and urbanicity",10.1186/1479-5868-7-76
"The cost of reducing starting RNA quantity for Illumina BeadArrays: A bead-level dilution experiment.",10.1186/1471-2164-11-540
"Periodic assessment of plasma sFlt-1 and PlGF concentrations and its association with placental morphometry in gestational hypertension (GH) - a prospective follow-up study",10.1186/1471-2393-10-58
"Protease activated receptors 1 and 4 sensitize TRPV1 in nociceptive neurones",10.1186/1744-8069-6-61
"Genome-wide conserved consensus transcription factor binding motifs are hyper-methylated",10.1186/1471-2164-11-519
"Accuracy of SIAscopy for pigmented skin lesions encountered in primary care: development and validation of a new diagnostic algorithm.",10.1186/1471-5945-10-9
"""Omic"" landscapes of breast cancer - the end of the beginning",NULL
"Overestimation of physical activity level is associated with lower BMI: a cross-sectional analysis.",10.1186/1479-5868-7-68
"Characterisation of COPD heterogeneity in the ECLIPSE cohort",10.1186/1465-9921-11-122
"Comparison of multimarker logistic regression models, with application to a genomewide scan of schizophrenia.",10.1186/1471-2156-11-80
"Dynamic combinatorial chemistry at the phospholipid bilayer interface",10.1186/1759-2208-1-12
"Combination of diffusion tensor and functional magnetic resonance imaging during recovery from the vegetative state.",10.1186/1471-2377-10-77
"Relations as patterns: bridging the gap between OBO and OWL",10.1186/1471-2105-11-441
"The MATISE study: a randomised trial of group art therapy for people with schizophrenia.",10.1186/1471-244x-10-65
"baySeq: Empirical Bayesian Methods For Identifying Differential Expression In Sequence Count Data",10.1186/1471-2105-11-422
"Protocol for Past BP: a randomised controlled trial of different blood pressure targets for people with a history of stroke of transient ischaemic attack (TIA) in primary care.",10.1186/1471-2261-10-37
"Atomic Layer Deposition of ZnO on Multi-walled Carbon Nanotubes and Its Use for Synthesis of CNT&#8211;ZnO Heterostructures",10.1007/s11671-010-9721-z
"In Helicobacter pylori auto-inducer-2, but not LuxS/MccAB catalysed reverse transsulphuration, regulates motility through modulation of flagellar gene transcription",10.1186/1471-2180-10-210
"Peptide aptamers as new tools to modulate clathrin-mediated internalisation - inhibition of MT1-MMP internalisation",10.1186/1471-2121-11-58
"Cannabinoids reduce ErbB2-driven breast cancer progression through Akt inhibition",10.1186/1476-4598-9-196
"A study of long-term potentiation in transgenic mice over-expressing mutant forms of both amyloid precursor protein and presenilin-1",10.1186/1756-6606-3-21
"Foetal testosterone and autistic traits in 18 to 24-month-old children",10.1186/2040-2392-1-11
"Use of historic metabolic biotransformation data as a means of anticipating metabolic sites using MetaPrint2D and Bioclipse",10.1186/1471-2105-11-362
"RNA silencing in plants: Flash report!",10.1186/1758-907X-1-13
"Defining the broader, medium and narrow autism phenotype among parents using the Autism Spectrum Quotient (AQ)",10.1186/2040-2392-1-10
"Detecting separate time scales in genetic expression data",10.1186/1471-2164-11-381
"A novel chemogenomics analysis of G protein-coupled receptors (GPCRs) and their ligands: a potential strategy for receptor de-orphanization",10.1186/1471-2105-11-316
"A circuit model of the temporal pattern generator of Caenorhabditis egg-laying behavior",10.1186/1752-0509-4-81
"Beyond rotamers: a generative, probabilistic model of side chains in proteins",10.1186/1471-2105-11-306
"Mapping of the EQ-5D index from clinical outcome measures and demographic variables in patients with coronary heart disease",10.1186/1477-7525-8-54
"Breast and other cancer dormancy as a therapeutic endpoint: speculative recombinant T cell receptor ligand (RTL) adjuvant therapy worth considering?",10.1186/1471-2407-10-251
"Characterization of voltage-gated ionic currents in a peripheral sensory neuron in larval Drosophila",10.1186/1756-0500-3-154
"On the evolutionary conservation of hydrogen bonds made by buried polar amino acids: the hidden joists, braces and trusses of protein architecture",10.1186/1471-2148-10-161
"Assessing the role of contact tracing in a suspected H7N2 influenza A outbreak in humans in Wales",10.1186/1471-2334-10-141
"The BRACELET study: surveys of mortality in UK neonatal and paediatric intensive care trials",10.1186/1745-6215-11-65
"Using family history information to promote healthy lifestyles and prevent diseases;a discussion of the evidence",10.1186/1471-2458-10-248
"Molecular analysis of endothelial progenitor cell (EPC) subtypes reveals two distinct cell populations with different identities",10.1186/1755-8794-3-18
"Leaving care and mental health: outcomes for children in out-of-home care during the transition to adulthood",10.1186/1478-4505-8-10
"Binary polypeptide system for permanent and oriented protein immobilization",10.1186/1477-3155-8-9
"Protocol for the MoleMateTM UK Trial: a randomised controlled trial of the MoleMate system in the management of pigmented skin lesions in primary care [ISRCTN 79932379]",10.1186/1471-2296-11-36
"Should the NHS be privatized? Annual varsity medical debate - London, 22nd January 2010",10.1186/1747-5341-5-7
"Cholangiocarcinoma presenting as hemobilia and recurrent iron-deficiency anemia: a case report",10.1186/1752-1947-4-133
"Shoe leather epidemiology: active travel and transport infrastructure in the urban landscape",10.1186/1479-5868-7-43
"A prospective randomised, open-labeled, trial comparing sirolimus-containing versus mTOR-inhibitor-free immunosuppression in patients undergoing liver transplantation for hepatocellular carcinoma",10.1186/1471-2407-10-190
"The human RPS4 paralogue on Yq11.223 encodes a structurally conserved ribosomal protein and is preferentially expressed during spermatogenesis",10.1186/1471-2199-11-33
"Genome-wide in silico screen for CCCH-type zinc finger proteins of Trypanosoma brucei, Trypanosoma cruzi and Leishmania major",10.1186/1471-2164-11-283
"Trials within trials? Researcher, funder and ethical perspectives on the practicality and acceptability of nesting trials of recruitment methods in existing primary care trials",10.1186/1471-2288-10-38
"Who will increase their physical activity? Predictors of change in objectively measured physical activity over 12 months in the ProActive cohort",10.1186/1471-2458-10-226
"Multiple rearrangements in cryptic species of electric knifefish, Gymnotus carapo (Gymnotidae, Gymnotiformes) revealed by chromosome painting",10.1186/1471-2156-11-28
"The effect of oxygen tension on calcium homeostasis in bovine articular chondrocytes",10.1186/1749-799X-5-27
"Dopamine signals for reward value and risk: basic and recent data",10.1186/1744-9081-6-24
"Nomenclature and placental mammal phylogeny",10.1186/1471-2148-10-102
"Gene expression changes in mononuclear cells from patients with metabolic syndrome after acute intake of phenol-rich virgin olive oil",10.1186/1471-2164-11-253
"Tackling Africa's chronic disease burden: from the local to the global",10.1186/1744-8603-6-5
"A female signal reflects MHC genotype in a social primate",10.1186/1471-2148-10-96
"An integrated machine learning approach for predicting DosR-regulated genes in Mycobacterium tuberculosis",10.1186/1752-0509-4-37
"Evidence for a lineage of virulent bacteriophages that target Campylobacter",10.1186/1471-2164-11-214
"The prevalence of stunting, overweight and obesity, and metabolic disease risk in rural South African children",10.1186/1471-2458-10-158
"Genetics in psychiatry: Common variant association studies",10.1186/2040-2392-1-6
"Randomised controlled trial of the effects of physical activity feedback on awareness and behaviour in UK adults: the FAB study protocol [ISRCTN92551397]",10.1186/1471-2458-10-144
"Dietary, lifestyle and clinicopathological factors associated with BRAF and K-ras mutations arising in distinct subsets of colorectal cancers in the EPIC Norfolk study",10.1186/1471-2407-10-99
"Nanoparticulate PdZn as a Novel Catalyst for ZnO Nanowire Growth",10.1007/s11671-010-9567-4
"A novel school-based intervention to improve nutrition knowledge in children: cluster randomised controlled trial",10.1186/1471-2458-10-123
"A phylogenetic estimate for golden moles (Mammalia, Afrotheria, Chrysochloridae)",10.1186/1471-2148-10-69
"Evidence that low endocytic activity is not directly responsible for human serum resistance in the insect form of African trypanosomes",10.1186/1756-0500-3-63
"Statistical model comparison applied to common network motifs",10.1186/1752-0509-4-18
"Reverse engineering a gene network using an asynchronous parallel evolution strategy",10.1186/1752-0509-4-17
"TobEA: an atlas of tobacco gene expression from seed to senescence",10.1186/1471-2164-11-142
"The Edinburgh Addiction Cohort: recruitment and follow-up of a primary care based sample of injection drug users and non drug-injecting controls",10.1186/1471-2458-10-101
"Molecular Autism: accelerating and integrating research into neurodevelopmental conditions",10.1186/2040-2392-1-1
"Frequency and diversity of small cryptic plasmids in the genus Rahnella",10.1186/1471-2180-10-56
"Rationale and design of the ADDITION-Leicester study, a systematic screening programme and Randomised Controlled Trial of multi-factorial cardiovascular risk intervention in people with Type 2 Diabetes Mellitus detected by screening",10.1186/1745-6215-11-16
"The effect of a controlled manipulation of maternal dietary fat intake on medium and long chain fatty acids in human breast milk in Saskatoon, Canada",10.1186/1746-4358-5-3
"Relationships among magnitude representation, counting and memory in 4- to 7-year-old children: A developmental study",10.1186/1744-9081-6-13
"Control of hyperglycaemia in paediatric intensive care (CHiP): study protocol",10.1186/1471-2431-10-5
"A review of health utilities using the EQ-5D in studies of cardiovascular disease",10.1186/1477-7525-8-13
"Reconstructing the ups and downs of primate brain evolution: implications for adaptive hypotheses and Homo floresiensis",10.1186/1741-7007-8-9
"Efficacy of amodiaquine, sulphadoxine-pyrimethamine and their combination for the treatment of uncomplicated Plasmodium falciparum malaria in children in Cameroon at the time of policy change to artemisinin-based combination therapy",10.1186/1475-2875-9-34
"PCA-based bootstrap confidence interval tests for gene-disease association involving multiple SNPs",10.1186/1471-2156-11-6
"The effects of practice distribution upon the regional oscillatory activity in visuomotor learning",10.1186/1744-9081-6-8
"Towards the integration of mouse databases - definition and implementation of solutions to two use-cases in mouse functional genomics",10.1186/1756-0500-3-16
"CXCR1 and SLC11A1 polymorphisms affect susceptibility to cutaneous leishmaniasis in Brazil: a case-control and family-based study",10.1186/1471-2350-11-10
"Expression profiling and cross-species RNA interference (RNAi) of desiccation-induced transcripts in the anhydrobiotic nematode Aphelenchus avenae",10.1186/1471-2199-11-6
"Transcription-dependent silencing of inducible convergent transgenes in transgenic mice",10.1186/1756-8935-3-3
"Formal reasoning on qualitative models of coinfection of HIV and Tuberculosis and HAART therapy",10.1186/1471-2105-11-S1-S67
"Distinguishing epigenetic marks of developmental and imprinting regulation",10.1186/1756-8935-3-2
"Variable structure motifs for transcription factor binding sites",10.1186/1471-2164-11-30
"Cavity Enhancement of Single Quantum Dot Emission in the Blue",10.1007/s11671-009-9514-4
"Acute dosing of latrepirdine (DimebonTM), a possible Alzheimer therapeutic, elevates extracellular amyloid-beta levels in vitro and in vivo",10.1186/1750-1326-4-51
"Adolescent type 1 Diabetes cardio-renal Intervention Trial (AdDIT)",10.1186/1471-2431-9-79
"Analysis of replication factories in human cells by super-resolution light microscopy",10.1186/1471-2121-10-88
"A new deep branch of eurasian mtDNA macrohaplogroup M reveals additional complexity regarding the settlement of Madagascar",10.1186/1471-2164-10-605
"Two-transcript gene expression classifiers in the diagnosis and prognosis of human diseases",10.1186/1471-2164-10-583
"Routine care provided by specialists to children and adolescents in the United States: 2002-2006",10.1186/1472-6963-9-221
"Measuring similarity between gene expression profiles: a Bayesian approach",10.1186/1471-2164-10-S3-S14
"Validation of a maternal questionnaire on correlates of physical activity in preschool children",10.1186/1479-5868-6-81
"Confirmation of the genetic association of CTLA4 and PTPN22 with ANCA-associated vasculitis",10.1186/1471-2350-10-121
"A metadata approach for clinical data management in translational genomics studies in breast cancer",10.1186/1755-8794-2-66
"Relationship between the EQ-5D index and measures of clinical outcomes in selected studies of cardiovascular interventions",10.1186/1477-7525-7-96
"Evidence for ADAR-induced hypermutation of the Drosophila sigma virus (Rhabdoviridae).",10.1186/1471-2156-10-75
"The molecular basis for stability of heterochromatin-mediated silencing in mammals",10.1186/1756-8935-2-14
"The inhibitory receptor LILRB4 (ILT3) modulates antigen presenting cell phenotype and, along with LILRB2 (ILT4), is upregulated in response to Salmonella infection",10.1186/1471-2172-10-56
"Identification and analysis of serpin-family genes by homology and synteny across the 12 sequenced Drosophilid genomes",10.1186/1471-2164-10-489
"Dietary composition modulates brain mass and amyloid beta levels in a mouse model of aggressive Alzheimer's amyloid pathology",10.1186/1750-1326-4-40
"Visualization of large microarray experiments with space maps",NULL
"Probabilistic retrieval and visualization of biologically relevant microarray experiments",NULL
"HPV & head and neck cancer: a descriptive update",10.1186/1758-3284-1-36
"Observational study on variability between biobanks in the estimation of DNA concentration",10.1186/1756-0500-2-208
"Population genetics of the understory fishtail palm Chamaedorea ernesti-augusti in Belize: high genetic connectivity with local differentiation",10.1186/1471-2156-10-65
"ERG-associated protein with SET domain (ESET)-Oct4 interaction regulates pluripotency and represses the trophectoderm lineage",10.1186/1756-8935-2-12
"The first step in the development of text mining technology for cancer risk assessment: identifying and organizing scientific evidence in risk assessment literature",10.1186/1471-2105-10-303
"Visualizing fusion of pseudotyped HIV-1 particles in real time by live cell microscopy",10.1186/1742-4690-6-84
"Ptf1a is expressed transiently in all types of amacrine cells in the embryonic zebrafish retina",10.1186/1749-8104-4-34
"Direct observation of molecular arrays in the organized smooth endoplasmic reticulum",10.1186/1471-2121-10-59
"Genetic polymorphisms of the GNRH1 and GNRHR genes and risk of breast cancer in the National Cancer Institute Breast and Prostate Cancer Cohort Consortium (BPC3)",10.1186/1471-2407-9-257
"DOMINO-AD protocol: donepezil and memantine in moderate to severe Alzheimer's disease - a multicentre RCT",10.1186/1745-6215-10-57
"Randomised controlled trial of the efficacy of aerobic exercise in reducing metabolic risk in healthy older people: The Hertfordshire Physical Activity Trial",10.1186/1472-6823-9-15
"Lewy bodies and neuronal loss in subcortical areas and disability in non-demented older people: a population based neuropathological cohort study",10.1186/1471-2318-9-22
"Seq4SNPs: new software for retrieval of multiple, accurately annotated DNA sequences ready formatted for SNP assay design.",10.1186/1471-2105-10-180
"Causes of death and associated conditions (Codac) - a utilitarian approach to the classification of perinatal deaths",10.1186/1471-2393-9-22
"Microcytosis and possible early iron deficiency in paediatric inpatients: a retrospective audit",10.1186/1471-2431-9-36
"Expression of genes associated with immunity in the endometrium of cattle with disparate postpartum uterine disease and fertility",10.1186/1477-7827-7-55
"Biases in Drosophila melanogaster protein trap screens",10.1186/1471-2164-10-249
"Visualising disease progression on multiple variables with vector plots and path plots",10.1186/1471-2288-9-32
"Conformational flexibility and molecular interactions of an archaeal homologue of the Shwachman-Bodian-Diamond syndrome protein",10.1186/1472-6807-9-32
"Osteomalacia and vitamin D deficiency in a psychiatric rehabilitation unit: case report and survey",10.1186/1756-0500-2-82
"Torsion of parietal-peritoneal fat mimicking acute appendicitis: a case report",10.1186/1752-1947-3-6980
"High concentrations of morphine sensitize and activate mouse dorsal root ganglia via TRPV1 and TRPA1 receptors",10.1186/1744-8069-5-17
"Internal auditory canal metastasis mimicking a vestibular schwannoma at presentation - a case report and review of the literature",10.1186/1477-7800-6-8
"Impact of a physical activity intervention program on cognitive predictors of behaviour among adults at risk of Type 2 diabetes (ProActive randomised controlled trial)",10.1186/1479-5868-6-16
"Contrasting genetic association of IL2RA with SLE and ANCA - associated vasculitis",10.1186/1471-2350-10-22
"Cep70 and Cep131 contribute to ciliogenesis in zebrafish embryos",10.1186/1471-2121-10-17
"Cell proliferation in the Drosophila adult brain revealed by clonal analysis and bromodeoxyuridine labelling",10.1186/1749-8104-4-9
"Cytoplasmic polyadenylation and cytoplasmic polyadenylation element-dependent mRNA regulation are involved in Xenopus retinal axon development",10.1186/1749-8104-4-8
"Cost-effectiveness of multidisciplinary management of Tinnitus at a specialized Tinnitus centre",10.1186/1472-6963-9-29
"Genetic analysis of hybridization and introgression between wild mongoose and brown lemurs",10.1186/1471-2148-9-32
"Molecular mechanisms of traumatic brain injury; the missing link in management",10.1186/1749-7922-4-7
"Analysis of plasmid genes by phylogenetic profiling and visualization of homology relationships using Blast2Network",10.1186/1471-2105-9-551
"Herpes simplex 1 encephalitis presenting as a brain haemorrhage with normal cerebrospinal fluid analysis: a case report",10.1186/1752-1947-2-387
"Differences in physical activity and sedentary time in relation to weight in 8-9 year old children.",10.1186/1479-5868-5-67
