	Title	OAI	Authors	Full Text	Harvest date	DOI	Unnamed: 0	paper_id	ref	citedBy	publish_year
1375	Rolling contact fatigue in martensitic 100Cr6: Subsurface hardening and crack formation	oai:dspace-production:1810/245260	Jee-Hyun Kang, R. H. Vegter and Pedro E. J. Rivera-D?az-del-Castillo	No	2016-05-18T11:30:24Z	10.1016/j.msea.2014.03.143	98180598	7974CE9E	2	3	2014
1376	The potential of future aircraft technology for noise and pollutant emissions reduction	oai:dspace-production:1810/245229	W. R. Graham, C. A. Hall and M. Vera Morales	No	2016-05-18T11:30:24Z	10.1016/j.tranpol.2014.02.017	94068730	760401A4	10	5	2014
1377	Homeostasis and volume regulation in the Plasmodium falciparum infected red blood cell	oai:dspace-production:1810/240497	Jakob Martin Andreas Mauritz	Yes	2016-05-18T11:29:46Z	10.1016/j.bpj.2011.02.007	102444114	804318B7	35	16	2011
1378	Sex-biased gene expression in the developing brain: implications for autism spectrum disorders	oai:dspace-production:1810/244589	Mark N. Ziats and Owen M. Rennert	No	2016-05-18T11:30:20Z	10.1186/2040-2392-4-10	11124285	7D239827	13	15	2013
1379	Campath, calcineurin inhibitor reduction and chronic allograft nephropathy (3C) study: background, rationale, and study protocol	oai:dspace-production:1810/244675	Richard Haynes, Colin Baigent, Paul Harden, Martin Landray, Murat Akyol, Argiris Asderakis, Alex Baxter, Sunil Bhandari, Paramit Chowdhury, Marc Clancy, Jonathan Emberson, Paul Gibbs, Abdul Hammad, Will Herrington, Kathy Jayne, Gareth Jones, Nithya Krishnan, Michael Lay, David Lewis, Iain Macdougall, Chidambaram Nathan, James Neuberger, Chas Newstead, Ravi Pararajasingam, Carmelo Puliatti, Keith Rigg, Peter Rowe, Adnan Sharif, Neil Sheerin, Sanjay Sinha, Chris Watson, Peter Friend and 3C Study Collaborative Group	No	2016-05-18T11:30:20Z	10.1186/2047-1440-2-7	73467633	80271725	34	8	2013
1380	A structural role for the PHP domain in E. coli DNA polymerase III	oai:dspace-production:1810/244630	Tiago Barros, Joel Guenther, Brian Kelch, Jordan Anaya, Arjun Prabhakar, Mike O?Donnell, John Kuriyan and Meindert H. Lamers	No	2016-05-18T11:30:20Z	10.1186/1472-6807-13-8	120522839	7B4EF874	37	10	2013
1381	Modeling and numerics for two partial differential equation systems arising from nanoscale physics	oai:dspace-production:1810/244667	Daniel Brinkman	No	2016-05-18T11:30:18Z	10.1142/S0218202512500625	93753000	79AE7933	0	4	2012
1382	The mechanistic and evolutionary aspects of the 2?- and 3?-OH paradigm in biosynthetic machinery	oai:dspace-production:1810/244719	Mark Safro and Liron Klipcan	No	2016-05-18T11:30:20Z	10.1186/1745-6150-8-17	95078817	7D0BFEA1	57	7	2013
1383	Level and intensity of objectively assessed physical activity among pregnant women from urban Ethiopia	oai:dspace-production:1810/244176	Mads F Hjorth, Stine Kloster, Tsinuel Girma, Daniel Faurholt-Jepsen, Gregers Andersen, Pernille K?stel, S?ren Brage and Henrik Friis	No	2016-05-18T11:30:17Z	10.1186/1471-2393-12-154	111245001	7B5039B2	30	9	2012
1384	Inferring effective computational connectivity using incrementally conditioned multivariate transfer entropy	oai:dspace-production:1810/244705	Joseph T Lizier and Mikail Rubinov	No	2016-05-18T11:30:20Z	10.1186/1471-2202-14-S1-P337	119671159	7FF0701D	3	18	2013
1385	Pluripotency-associated genes in human nasopharyngeal carcinoma CNE-2 cells are reactivated by a unique epigenetic sub-microenvironment	oai:dspace-production:1810/242180	Jun-Xia Cao, Yu-Xin Cui, Zi-Jie Long, Zhong-Min Dai, Ji-Yan Lin, Yi Liang, Fei-Meng Zheng, Yi-Xin Zeng and Quentin Liu	No	2016-05-18T11:30:02Z	10.1186/1471-2407-10-68	3985539	768BB0A6	32	80	2010
1386	Probabilistic classifier: generated using randomised sub-sampling of the feature space	oai:dspace-production:1810/242277		No	2016-05-18T11:30:03Z	10.1186/1758-2946-4-S1-P40	12752401	7B4EDF58	1	0	2012
1387	Evidence for niche adaptation in the genome of the bovine pathogen Streptococcus uberis	oai:dspace-production:1810/237723	Philip N. Ward, Matthew T. G. Holden, James A. Leigh, Nicola Lennard, Alexandra Bignell, Andy Barron, Louise Clark, Michael A. Quail, John Woodward, Bart G. Barrell, Sharon A. Egan, Terence R. Field, Duncan Maskell, Michael Kehoe, Christopher G. Dowson, Neil Chanter, Adrian M. Whatmore, Stephen D. Bentley and Julian Parkhill	No	2016-05-18T11:29:50Z	10.1186/1471-2164-10-54	62294688	81C59545	0	1	2009
1388	Evidence for niche adaptation in the genome of the bovine pathogen Streptococcus uberis	oai:dspace-production:1810/237723	Philip N. Ward, Matthew T. G. Holden, James A. Leigh, Nicola Lennard, Alexandra Bignell, Andy Barron, Louise Clark, Michael A. Quail, John Woodward, Bart G. Barrell, Sharon A. Egan, Terence R. Field, Duncan Maskell, Michael Kehoe, Christopher G. Dowson, Neil Chanter, Adrian M. Whatmore, Stephen D. Bentley and Julian Parkhill	No	2016-05-18T11:29:50Z	10.1186/1471-2164-10-54	115155507	8086BD77	6	23	2009
1389	Characteristics of meta-analyses and their component studies in the Cochrane Database of Systematic Reviews: a cross-sectional, descriptive analysis	oai:dspace-production:1810/240765	Jonathan Davey, Rebecca M. Turner, Mike J. Clarke and Julian P. T. Higgins	No	2016-05-18T11:29:56Z	10.1186/1471-2288-11-160	118012510	752567C8	10	73	2011
1390	Characteristics of meta-analyses and their component studies in the Cochrane Database of Systematic Reviews: a cross-sectional, descriptive analysis	oai:dspace-production:1810/240765	Jonathan Davey, Rebecca M. Turner, Mike J. Clarke and Julian P. T. Higgins	No	2016-05-18T11:29:56Z	10.1186/1471-2288-11-160	118013275	5E73468E	0	0	2011
1391	A validation of the first genome-wide association study of calcaneus ultrasound parameters in the European Male Ageing Study	oai:dspace-production:1810/237766	Delnaz Roshandel, Wendy Thomson, Stephen R. Pye, Steven Boonen, Herman Borghs, Dirk Vanderschueren, Ilpo T. Huhtaniemi, Judith E. Adams, Kate A. Ward, Gyorgy Bartfai, Felipe Casanueva, Joseph D. Finn, Gianni Forti, Aleksander Giwercman, Thang S. Han, Krzysztof Kula, Michael E. Lean, Neil Pendleton, Margus Punab, Alan J. Silman, Frederick C. Wu, Kate L. Holliday, Terence W. O'Neill and EMAS Study Group	No	2016-05-18T11:29:50Z	10.1186/1471-2350-12-19	124523621	7EF73873	23	12	2011
1392	Institutional Public Private Partnerships for Core Health Services: Evidence from Italy.	oai:dspace-production:1810/237748	Giulia Cappellaro and Francesco Longo	No	2016-05-18T11:29:50Z	10.1186/1472-6963-11-82	125184698	7DCED9F1	12	69	2011
1393	Genome-wide assessment of the carriers involved in the cellular uptake of drugs: a model system in yeast.	oai:dspace-production:1810/241604	Karin Lanthaler, Elizabeth Bilsland, Paul D. Dobson, Harry J. Moss, Pinar Pir, Douglas B. Kell and Stephen G. Oliver	No	2016-05-18T11:30:00Z	10.1186/1741-7007-9-70	118255269	7F33D030	69	36	2011
1394	Modelling multiple outcomes to improve the detection of causal mediation effects in complex intervention trials	oai:dspace-production:1810/240744		No	2016-05-18T11:29:55Z	10.1186/1745-6215-12-S1-A146	97737432	78733994	2	22	2011
1395	The breast cancer genome - a key for better oncology	oai:dspace-production:1810/241269	Hans Kristian Moen Vollan and Carlos Caldas	No	2016-05-18T11:29:56Z	10.1186/1471-2407-11-501	3982836	7D5F14D7	42	94	2011
1396	i-Tracker: For quantitative proteomics using iTRAQTM	oai:dspace-production:1810/238088	Ian P. Shadforth, Tom P. J. Dunkley, Kathryn S. Lilley and Conrad Bessant	No	2016-05-18T11:29:52Z	10.1186/1471-2164-6-145	115157335	5E65EFEA	0	54	2005
1397	Explaining individual variation in patterns of mass loss in breeding birds	oai:dspace-production:1810/238066	Sean A. Rands, Innes C. Cuthill and Alasdair I. Houston	No	2016-05-18T11:29:51Z	10.1186/1742-4682-3-20	114616589	815A6610	38	32	2006
1398	A protocol for investigation of the effects of outdoor air pollution on stroke incidence, phenotypes and survival using the South London Stroke Register	oai:dspace-production:1810/238073	Ravi Maheswaran, Tim Pearson, Michael J. Campbell, Robert P. Haining, Cameron W. McLeod, Nigel Smeeton and Charles D. A. Wolfe	No	2016-05-18T11:29:51Z	10.1186/1476-072X-5-10	111909806	5B7B6F7E	2	7	2006
1399	XGAP: a uniform and extensible data model and software platform for genotype and phenotype experiments	oai:dspace-production:1810/238180	Morris A. Swertz, K. Joeri van der Velde, Bruno M. Tesson, Richard A. Scheltema, Danny Arends, Gonzalo Vera, Rudi Alberts, Martijn Dijkstra, Paul Schofield, Klaus Schughart, John M. Hancock, Damian Smedley, Katy Wolstencroft, Carole A. Goble, Engbert O. de Brock, Andrew R. Jones, Helen Parkinson, Coordination of Mouse Informatics Resources Consortium (CASIMIR), Genotype-To-Phenotype Project (GEN2PHEN) and Ritsert C. Jansen	No	2016-05-18T11:29:52Z	10.1186/gb-2010-11-3-r27	3363122	816713BB	49	75	2010
1400	Use of T2-weighted magnetic resonance imaging of the optic nerve sheath to detect raised intracranial pressure	oai:dspace-production:1810/238194	Thomas Geeraerts, Virginia F. J. Newcombe, Jonathan P. Coles, Maria Giulia Abate, Iain E. Perkes, Peter J. A. Hutchinson, Jo G. Outtrim, Dot A. Chatfield and David K. Menon	No	2016-05-18T11:29:52Z	10.1186/cc7006	99408827	7F469A21	35	123	2008
1401	Identification of a novel gene family that includes the interferon-inducible human genes 6?16and ISG12	oai:dspace-production:1810/238124	Nadeene Parker and Andrew C G Porter	No	2016-05-18T11:29:52Z	10.1186/1471-2164-5-8	115158973	60B534CF	30	72	2004
1402	Synaptotagmin gene content of the sequenced genomes	oai:dspace-production:1810/238117	Molly Craxton	No	2016-05-18T11:29:52Z	10.1186/1471-2164-5-43	115153797	5EB91A5A	26	123	2004
1403	Variation in the autism candidate gene GABRB3 modulates tactile sensitivity in typically developing children	oai:dspace-production:1810/243674	Teresa Tavassoli, Bonnie Auyeung, Laura C Murphy, Simon Baron-Cohen and Bhismadev Chakrabarti	No	2016-05-18T11:30:13Z	10.1186/2040-2392-3-6	11124307	7CEECC68	23	14	2012
1404	The experience of physical activity and the transition to retirement: a systematic review and integrative synthesis of qualitative and quantitative evidence	oai:dspace-production:1810/243851	Inka Barnett, Cornelia Guell and David Ogilvie	No	2016-05-18T11:30:14Z	10.1186/1479-5868-9-97	94911478	7D16A129	47	24	2012
1405	System size reduction in stochastic simulations of the facilitated diffusion mechanism	oai:dspace-production:1810/244247	Nicolae Radu Zabet	No	2016-05-18T11:30:17Z	10.1186/1752-0509-6-121	122274700	76452C29	28	12	2012
1406	Librarians Use of Web 2.0 in UK Medical Schools: Outcomes of A National Survey	oai:dspace-production:1810/226115	Jenny Pachecho, Isla Kuhn and Vicky Grant	Yes	2016-05-18T11:29:16Z	10.1080/13614531003597874	106013144	7B1638E4	5	5	2010
1407	Benzylammonium heptanoate?heptanoic acid (1/1)	oai:dspace-production:1810/244725	Mary H. Wood and Stuart M. Clarke	No	2016-05-18T11:30:20Z	10.1107/S1600536813003012	99040782	85738B06	0	0	2013
1408	Molecular? recognition? from? atomic ?interactions:?? insights ?into ?drug ?discovery?	oai:dspace-production:1810/244380	Alicia Perez Higueruelo	No	2016-05-18T11:30:18Z	10.1111/j.1747-0285.2009.00889.x	126103469	7C2ECC4D	39	74	2009
1409	Tracking cortical entrainment in neural activity: Auditory processes in human temporal cortex	oai:dspace-production:1810/247226	Andrew Thwaites, Ian Nimmo-Smith, Elisabeth Fonteneau, Roy D. Patterson, Paula Buttery and William D. Marslen-Wilson	No	2016-05-18T11:30:44Z	10.3389/fncom.2015.00005	91641554	76919D6F	54	0	2015
1410	Reconceptualising public acceptability: A study of the ways people respond to policies aimed to reduce alcohol consumption	oai:dspace-production:1810/247211	Simon Cohn	No	2016-05-18T11:30:44Z	10.1177/1363459315574117	124663854	803E7719	29	1	2015
1411	Shear Modulus of Cylindrical CFRP Tendons Exposed to Moisture	oai:dspace-production:1810/247384	Eleni Toumpanaki, Janet M. Lees and Giovanni P. Terrasi	No	2016-05-18T11:30:45Z	10.1061/(ASCE)CC.1943-5614.0000521	119180778	780D3B4B	31	0	2014
1412	Resonances in coupled ?K, ?K scattering from lattice QCD	oai:dspace-production:1810/247276	David J. Wilson, Jozef J. Dudek, Robert G. Edwards and Christopher E. Thomas	No	2016-05-18T11:30:44Z	10.1103/PhysRevD.91.054008	4896619	7AD2457D	0	0	2014
1413	Speed and sensitivity of phototransduction in Drosophila depend on degree of saturation of membrane phospholipids	oai:dspace-production:1810/247100	Roger Hardie, Alex Randall, Che-Hsiung Liu, Brian Chu, Qifeng Zhang, Sidhartha Dongre, Mikko Juusola, Kristian Franze and Michael Wakelam	No	2016-05-18T11:30:43Z	10.1523/JNEUROSCI.1150-14.2015	115345519	7878521D	59	1	2015
1414	Decoding the Regulatory Network for Blood Development from Single-Cell Gene Expression Measurements	oai:dspace-production:1810/247272	Victoria Moignard, Steven Woodhouse, Laleh Haghverdi, Andrew J. Lilly, Yosuke Tanaka, Adam C. Wilkinson, Florian Buettner, Iain C. Macaulay, Wajid Jawaid, Evangelia Diamanti, Shin-Ichi Nishikawa, Nir Piterman, Valerie Kouskoff, Fabian J. Theis, Jasmin Fisher and Berthold G?ttgens	No	2016-05-18T11:30:44Z	10.1038/nbt.3154	5211351	7F57B2B2	57	11	2015
1415	Does active commuting improve psychological wellbeing? Longitudinal evidence from eighteen waves of the British Household Panel Survey	oai:dspace-production:1810/246948	Adam Martin, Yevgeniy Goryakin and Marc Suhrcke	No	2016-05-18T11:30:39Z	10.1016/j.ypmed.2014.08.023	6155083	7DA4C2B2	70	6	2014
1416	Limited predictive value of blastomere angle of division in trophectoderm and inner cell mass specification	oai:dspace-production:1810/247032	Tomoko Watanabe, John S. Biggins, Neeta Bala Tannan and Shankar Srinivas	No	2016-05-18T11:30:43Z	10.1242/dev.103267	13871268	7FD5DCD5	34	8	2014
1417	Methylation analysis and diagnostics of Beckwith-Wiedemann syndrome in 1,000 subjects	oai:dspace-production:1810/247011	Abdulla Ibrahim, Gail Kirby, Carol Hardy, Renuka P. Dias, Louise Tee, Derek Lim, Jonathan Berg, Fiona MacDonald, Peter Nightingale and Eamonn R. Maher	No	2016-05-18T11:30:43Z	10.1186/1868-7083-6-11	102431827	7CF7ECC4	30	7	2014
1418	A physically based parameterization of gravity drainage for sea-ice modelling	oai:dspace-production:1810/246955	David W. Rees Jones and M. Grae Worster	No	2016-05-18T11:30:39Z	10.1002/2013JC009296	4504831	8112DDC4	14	0	2014
1419	?A confession of ignorance?: deaths from old age and deciphering cause-of-death statistics in Scotland, 1855 ? 1949	oai:dspace-production:1810/246928	Alice Reid, Eilidh Garrett, Chris Dibben and Lee Williamson	No	2016-05-18T11:30:39Z	10.1080/1081602X.2014.1001768	92746038	7A053E4C	43	0	2015
1420	Oxytocin increases eye contact during a real-time, naturalistic social interaction in males with and without autism	oai:dspace-production:1810/246816	B. Auyeung, M. V. Lombardo, M. Heinrichs, B. Chakrabarti, A. Sule, J. B. Deakin, R. A. I. Bethlehem, L. Dickens, N. Mooney, J. A. N. Sipple, P. Thiemann and S. Baron-Cohen	No	2016-05-18T11:30:38Z	10.1038/tp.2014.146	99270505	75E5E004	40	6	2015
1421	Unsupervised home use of overnight closed-loop system over 3 to 4 weeks ? Pooled analysis of randomized controlled studies in adults and adolescents with type 1 diabetes	oai:dspace-production:1810/246830	Hood Thabit, Daniela Elleri, Lalantha Leelarathna, Janet M. Allen, Alexandra Lubina-Solomon, Marietta Stadler, Emma Walkinshaw, Ahmed Iqbal, Pratik Choudhary, Malgorzata E. Wilinska, Katharine D. Barnard, Simon R. Heller, Stephanie A. Amiel, Mark L. Evans, David B. Dunger and Roman Hovorka	No	2016-05-18T11:30:38Z	10.1111/dom.12427	121647248	76C9CB55	14	1	2015
1422	Automated measurement of concrete spalling through reinforcement detection	oai:dspace-production:1810/246882	Stephanie German Paal, Ioannis Brilakis and Reginald DesRoches	No	2016-05-18T11:30:39Z	10.1061/(ASCE)ST.1943-541X.0001200	113596506	7FEA9B93	15	0	2014
1423	Identification of six new susceptibility loci for invasive epithelial ovarian cancer	oai:dspace-production:1810/246889	Karoline B. Kuchenbaecker, Susan J. Ramus, Jonathan Tyrer, Andrew Lee, Howard C. Shen, Jonathan Beesley, Kate Lawrenson, Lesley McGuffog, Sue Healey, Janet M. Lee, Tassja J. Spindler, Yvonne G. Lin, Tanja Pejovic, Yukie Bean, Qiyuan Li, Simon Coetzee, Dennis Hazelett, Alexander Miron, Melissa Southey, Mary Beth Terry, David E. Goldgar, Saundra S. Buys, Ramunas Janavicius, Cecilia M. Dorfling, Elizabeth J. van Rensburg, Susan L. Neuhausen, Yuan Chun Ding, Thomas V. O. Hansen, Lars Jonson, Anne-Marie Gerdes, Bent Ejlertsen, Daniel Barrowdale, Joe Dennis, Javier Benitez, Ana Osorio, Maria Jose Garcia, Ian Komenaka, Jeffrey N. Weitzel, Pamela Ganschow, Paolo Peterlongo, Loris Bernard, Alessandra Viel, Bernardo Bonanni, Bernard Peissel, Siranoush Manoukian, Paolo Radice, Laura Papi, Laura Ottini, Florentia Fostira, Irene Konstantopoulou, Judy Garber, Debra Frost, Jo Perkins, Radka Platte, Steve Ellis, EMBRACE, Andrew K. Godwin, Rita Katharina Schmutzler, Alfons Meindl, Christoph Engel, Christian Sutter, Olga M. Sinilnikova, GEMO Study Collaborators, Francesca Damiola, Sylvie Mazoyer, Dominique Stoppa-Lyonnet, Kathleen Claes, Kim De Leeneer, Judy Kirk, Gustavo C. Rodriguez, Marion Piedmonte, David M. O'Malley, Miguel de la Hoya, Trinidad Caldes, Kristiina Aittomaki, Heli Nevanlinna, J. Margriet Collee, Matti A. Rookus, Jan C. Oosterwijk, Breast Cancer Family Registry, Laima Tihomirova, Nadine Tung, Ute Hamann, Claudine Isaccs, Marc Tischkowitz, Evgeny N. Imyanitov, Maria A. Caligo, Ian G. Campbell, Frans B. L. Hogervorst, HEBON, Edith Olah, Orland Diez, Ignacio Blanco, Joan Brunet, Conxi Lazaro, Miquel Angel Pujana, Anna Jakubowska, Jacek Gronwald, Jan Lubinski, Grzegorz Sukiennicki, Rosa B. Barkardottir, Marie Plante, Jacques Simard, Penny Soucy, Marco Montagna, Silvia Tognazzo, Manuel R. Teixeira, KConFab Investigators, Vernon S. Pankratz, Xianshu Wang, Noralane Lindor, Csilla I. Szabo, Noah Kauff, Joseph Vijai, Carol A. Aghajanian, Georg Pfeiler, Andreas Berger, Christian F. Singer, Muy-Kheng Tea, Catherine M. Phelan, Mark H. Greene, Phuong L. Mai, Gad Rennert, Anna Marie Mulligan, Sandrine Tchatchou, Irene L. Andrulis, Gord Glendon, Amanda Ewart Toland, Uffe Birk Jensen, Torben A. Kruse, Mads Thomassen, Anders Bojesen, Jamal Zidan, Eitan Friedman, Yael Laitman, Maria Soller, Annelie Liljegren, Brita Arver, Zakaria Einbeigi, Marie Stenmark-Askmalm, Olufunmilayo I. Olopade, Robert L. Nussbaum, Timothy R. Rebbeck, Katherine L. Nathanson, Susan M. Domchek, Karen H. Lu, Beth Y. Karlan, Christine Walsh, Jenny Lester, Australian Cancer Study (Ovarian Cancer Investigators), Australian Ovarian Cancer Study Group, Alexander Hein, Arif B. Ekici, Matthias W. Beckmann, Peter A. Fasching, Diether Lambrechts, Els van Nieuwenhuysen, Ignace Vergote, Sandrina Lambrechts, Ed Dicks, Jennifer A. Doherty, Kristine G. Wicklund, Mary Anne Rossing, Anja Rudolph, Jenny Chang-Claude, Shan Wang-Gohrke, Ursula Eilber, Kirsten B. Moysich, Kunle Odunsi, Lara Sucheston, Shashi Lele, Lynne R. Wilkens, Marc T. Goodman, Pamela J. Thompson, Yurii B. Shvetsov, Ingo B. Runnebaum, Matthias Durst, Peter Hillemanns, Thilo Dork, Natalia Antonenkova, Natalia Bogdanova, Arto Leminen, Liisa M. Pelttari, Ralf Butzow, Francesmary Modugno, Joseph L. Kelley, Robert P. Edwards, Roberta B. Ness, Andreas du Bois, Florian Heitz, Ira Schwaab, Philipp Harter, Keitaro Matsuo, Satoyo Hosono, Sandra Orsulic, Allan Jensen, Susanne Kruger Kjaer, Estrid Hogdall, Hanis Nazihah Hasmad, Mat Adenan Noor Azmi, Soo-Hwang Teo, Yin-Ling Woo, Brooke L. Fridley, Ellen L. Goode, Julie M. Cunningham, Robert A. Vierkant, Fiona Bruinsma, Graham G. Giles, Dong Liang, Michelle A. T. Hildebrandt, Xifeng Wu, Douglas A. Levine, Maria Bisogna, Andrew Berchuck, Edwin S. Iversen, Joellen M. Schildkraut, Patrick Concannon, Rachel Palmieri Weber, Daniel W. Cramer, Kathryn L. Terry, Elizabeth M. Poole, Shelley S. Tworoger, Elisa V. Bandera, Irene Orlow, Sara H. Olson, Camilla Krakstad, Helga B. Salvesen, Ingvild L. Tangen, Line Bjorge, Anne M. van Altena, Katja K. H. Aben, Lambertus A. Kiemeney, Leon F. A. G. Massuger, Melissa Kellar, Angela Brooks-Wilson, Linda E. Kelemen, Linda S. Cook, Nhu D. Le, Cezary Cybulski, Hannah Yang, Jolanta Lissowska, Louise A. Brinton, Nicolas Wentzensen, Claus Hogdall, Lene Lundvall, Lotte Nedergaard, Helen Baker, Honglin Song, Diana Eccles, Ian McNeish, James Paul, Karen Carty, Nadeem Siddiqui, Rosalind Glasspool, Alice S. Whittemore, Joseph H. Rothstein, Valerie McGuire, Weiva Sieh, Bu-Tian Ji, Wei Zheng, Xiao-Ou Shu, Yu-Tang Gao, Barry Rosen, Harvey A. Risch, John R. McLaughlin, Steven A. Narod, Alvaro N. Monteiro, Ann Chen, Hui-Yi Lin, Jenny Permuth-Wey, Thomas A. Sellers, Ya-Yu Tsai, Zhihua Chen, Argyrios Ziogas, Hoda Anton-Culver, Aleksandra Gentry-Maharaj, Usha Menon, Patricia Harrington, Alice W. Lee, Anna H. Wu, Celeste L. Pearce, Gerry Coetzee, Malcolm C. Pike, Agnieszka Dansonka-Mieszkowska, Agnieszka Timorek, Iwona K. Rzepecka, Jolanta Kupryjanczyk, Matt Freedman, Houtan Noushmehr, Douglas F. Easton, Kenneth Offit, Fergus J. Couch, Simon Gayther, Paul D. P. Pharoah, Antonis C. Antoniou, Georgia Chenevix-Trench and Consortium of Investigators of Modifiers of BRCA1 and BRCA2	No	2016-05-18T11:30:39Z	10.1038/ng.3185	104333550	7CED7494	47	13	2015
1424	Association between MAPT haplotype and memory function in patients with Parkinson?s disease and healthy aging individuals	oai:dspace-production:1810/246876	Sophie E. Winder-Rhodes, Adam Hampshire, James B. Rowe, Jonathan E. Peelle, Trevor W. Robbins, Adrian M. Owen and Roger A. Barker	No	2016-05-18T11:30:39Z	10.1016/j.neurobiolaging.2014.12.006	93657773	7DFF5598	47	1	2015
1425	Enhanced Performance in Fluorene-Free Organometal Halide Perovskite Light Emitting Diodes using Tunable, Low Electron-Affinity Oxide Electron-Injectors	oai:dspace-production:1810/246758	Robert L. Z. Hoye, Matthew R. Chua, Kevin P. Musselman, Guangru Li, May-Ling Lai, Zhi-Kuang Tan, Neil C. Greenham, Judith L. MacManus-Driscoll, Richard H. Friend and Dan Credgington	No	2016-05-18T11:30:38Z	10.1002/adma.201405044	120011859	79941DB5	24	14	2015
1426	Simulation of premixed combustion with varying equivalence ratio in gas turbine combustor	oai:dspace-production:1810/246796	S. Ruan, N. Swaminathan, M. Isono, T. Saitoh and K. Saitoh	No	2016-05-18T11:30:38Z	10.2514/1.B35517	112802899	795B43CB	25	0	2015
1427	Potential population-level nutritional impact of replacing whole and reduced fat milk with low-fat and skim milk among US children age 2-19y	oai:dspace-production:1810/246571	Colin D. Rehm, Adam Drewnowski and Pablo Monsivais	No	2016-05-18T11:30:36Z	10.1016/j.jneb.2014.11.001	100249999	780D5DC1	19	1	2015
1428	Three lessons for educational quality in post-2015 goals and targets: Clarity, measurability and equity	oai:dspace-production:1810/246564	Pauline Rose	No	2016-05-18T11:30:36Z	10.1016/j.ijedudev.2014.11.006	113907101	7929A1FC	13	0	2015
1429	The Thermodynamic Brain	oai:dspace-production:1810/246521	Joseph Donnelly and Marek Czosnyka	No	2016-05-18T11:30:36Z	10.1186/s13054-014-0693-8	99414780	7D234A9D	11	4	2014
1430	Flight to Quality? An Investigation of Changing Price Spreads in Commercial Real Estate Markets	oai:dspace-production:1810/247491	Franz Fuerst, Patrick McAllister and Petros Sivitanides	No	2016-05-18T11:30:47Z	10.1108/SEF-10-2013-0155	112700364	6D5069A9	7	2	2015
1431	CCCTC-Binding Factor Recruitment to the Early Region of the Human Papillomavirus Type 18 Genome Regulates Viral Oncogene Expression	oai:dspace-production:1810/247622	Christian Paris, Ieisha Pentland, Ian Groves, David C. Roberts, Simon J. Powis, Nicholas Coleman, Sally Roberts and Joanna L. Parish	No	2016-05-18T11:30:50Z	10.1128/JVI.00097-15	115563873	7F675CCB	64	1	2015
1432	Efficient lattice rescoring using recurrent neural network language models	oai:dspace-production:1810/247406	X. Liu, Y. Wang, X. Chen, M. J. F. Gales and P. C. Woodland	No	2016-05-18T11:30:45Z	10.1109/ICASSP.2014.6854535	875160	78C4965C	8	4	2014
1433	5-Formylcytosine alters the structure of the DNA double helix	oai:dspace-production:1810/247291	Eun-Ang Raiber, Pierre Murat, Dimitri Y. Chirgadze, Dario Beraldi, Ben F. Luisi and Shankar Balasubramanian	No	2016-05-18T11:30:44Z	10.1038/nsmb.2936	103799484	7F16C68D	29	8	2015
1434	An experimental and theoretical study of the dynamics of grounding lines	oai:dspace-production:1810/244880	Samuel S. Pegler and M. Grae Worster	No	2016-05-18T11:30:20Z	10.1017/jfm.2013.269	12344164	7E5E287F	15	2	2013
1435	The frequency and duration of Salmonella-macrophage adhesion events determines infection efficiency	oai:dspace-production:1810/246522	Sarra Achouri, John A. Wright, Lewis Evans, Charlotte Macleod, Gillian Fraser, Pietro Cicuta and Clare E. Bryant	No	2016-05-18T11:30:36Z	10.1098/rstb.2014.0033	14173864	7E99D034	35	1	2015
1436	Time perception: The bad news and the good	oai:dspace-production:1810/246385	William J. Matthews and Warren H. Meck	No	2016-05-18T11:30:35Z	10.1002/wcs.1298	5226873	80D0C121	107	6	2014
1437	The process of EDC-NHS Cross-linking of reconstituted collagen fibres increases collagen fibrillar order and alignment	oai:dspace-production:1810/246398	D. V. Shepherd, D. V. Shepherd, S. Ghose, S. J. Kew and R. E. Cameron	No	2016-05-18T11:30:35Z	10.1063/1.4900887	100783195	77EBF8C0	32	0	2015
1438	Scaffold Architecture and Fibrin Gels Promote Meniscal Cell Proliferation	oai:dspace-production:1810/246475	K. M. Pawelec, S. M. Best, R. E. Cameron and R. J. Wardale	No	2016-05-18T11:30:36Z	10.1063/1.4900885	100783322	7C919F3C	28	0	2015
1439	Detection Of Mutations In KLHL3 And CUL3 In Families With Familial Hyperkalemic Hypertension (FHHt or Gordon Syndrome)	oai:dspace-production:1810/245727	Mark Glover, James S. Ware, Amanda Henry, Martin Wolley, Roddy Walsh, Louise V. Wain, Shengxin Xu, William G. Van't Hoff, Martin D. Tobin, Ian P. Hall, Stuart Cook, Richard D. Gordon, Michael Stowasser and Kevin M. O'Shaughnessy	No	2016-05-18T11:30:27Z	10.1042/CS20130326	101020474	767A41D8	21	4	2014
1440	esyN: Network Building, Sharing and Publishing	oai:dspace-production:1810/245778	Daniel M. Bean, Joshua Heimbach, Lorenzo Ficorella, Gos Micklem, Stephen G. Oliver and Giorgio Favrin	No	2016-05-18T11:30:27Z	10.1371/journal.pone.0106035	124413990	7B159551	36	1	2014
1441	Exploiting tightly-coupled cores	oai:dspace-production:1810/245652	Daniel Bates, Alex Bradbury, Andreas Koltes and Robert Mullins	No	2016-05-18T11:30:26Z	10.1007/s11265-014-0944-6	97713831	78779426	19	0	2014
